keyword,source_seed_group,avg_monthly_searches,competition,top_of_page_bid_low,top_of_page_bid_high,notes
mesas para restaurante campestre,hotel-products-a5,50,低,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante de comida rapida,hotel-products-a5,50,低,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante de palets,hotel-products-a5,50,低,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante elegantes,hotel-products-a5,50,高,4.47,51.71,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante en acero inoxidable,hotel-products-a5,50,高,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante estilo industrial,hotel-products-a5,50,高,31.37,51.49,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante exterior,hotel-products-a5,50,高,11.71,89.26,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante homecenter,hotel-products-a5,50,未知,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante japones,hotel-products-a5,50,低,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante mercadolibre,hotel-products-a5,50,高,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante mexicano,hotel-products-a5,50,中,25.51,86.71,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante pequeño,hotel-products-a5,50,高,4.03,55.34,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante quito,hotel-products-a5,50,低,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante redondas,hotel-products-a5,50,高,7.10,63.22,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante segunda mano,hotel-products-a5,50,高,1.15,25.41,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante sodimac,hotel-products-a5,50,高,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante usadas,hotel-products-a5,50,中,3.99,22.09,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurante vintage,hotel-products-a5,50,高,12.24,34.62,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restaurantes pequeños,hotel-products-a5,50,中,8.37,46.04,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para restobar,hotel-products-a5,50,中,3.19,28.68,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para taqueria precios,hotel-products-a5,50,高,4.42,27.45,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para terraza bar,hotel-products-a5,50,高,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para terraza de bar,hotel-products-a5,50,高,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para terraza restaurante,hotel-products-a5,50,高,19.10,129.86,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas para txoko,hotel-products-a5,50,低,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas pegadas a la pared restaurante,hotel-products-a5,50,中,17.50,46.26,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas pequeñas para cafeteria,hotel-products-a5,50,高,3.62,58.14,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas pequeñas para jardin,hotel-products-a5,50,高,1.92,9.60,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas pequeñas para restaurante,hotel-products-a5,50,高,18.43,65.81,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas periqueras para bar,hotel-products-a5,50,高,3.83,51.21,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas picnic madera exterior,hotel-products-a5,50,高,8.62,53.09,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas plasticas para restaurante,hotel-products-a5,50,低,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas plegables para hosteleria,hotel-products-a5,50,未知,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas plegables para restaurante,hotel-products-a5,50,高,5.46,82.02,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas plegables para restaurantes,hotel-products-a5,50,高,5.46,82.02,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas plegables para terrazas pequeñas,hotel-products-a5,50,高,1.64,11.48,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas plegables restaurante,hotel-products-a5,50,高,13.87,32.89,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas polipropileno exterior,hotel-products-a5,50,高,5.92,36.44,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas ratan jardin,hotel-products-a5,50,中,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas rectangulares para restaurante,hotel-products-a5,50,高,8.21,62.73,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas redondas de jardín exterior,hotel-products-a5,50,高,2.24,26.20,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas redondas de madera para restaurante,hotel-products-a5,50,高,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas redondas hosteleria,hotel-products-a5,50,低,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas redondas para bares,hotel-products-a5,50,高,2.60,25.96,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas redondas para cafeteria,hotel-products-a5,50,高,3.82,46.08,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas redondas para restaurante,hotel-products-a5,50,高,12.46,60.70,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas redondas para terraza,hotel-products-a5,50,高,1.90,24.60,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas redondas restaurante,hotel-products-a5,50,高,5.01,46.26,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas restaurante baratas,hotel-products-a5,50,高,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas restaurante exterior,hotel-products-a5,50,高,7.67,24.65,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas restaurante precio,hotel-products-a5,50,中,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas restaurante segunda mano,hotel-products-a5,50,低,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas restaurante vintage,hotel-products-a5,50,未知,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas rusticas para bares,hotel-products-a5,50,高,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas rusticas para cafeteria,hotel-products-a5,50,高,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas rusticas para jardin,hotel-products-a5,50,高,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas rusticas restaurante,hotel-products-a5,50,低,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas sillas bar segunda mano,hotel-products-a5,50,未知,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas sillas y sombrillas para bares,hotel-products-a5,50,低,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas sillas y sombrillas para bares usadas,hotel-products-a5,50,未知,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas terraza bar 70x70,hotel-products-a5,50,未知,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
mesas terraza bar segunda mano,hotel-products-a5,50,中,,,"2025年6月1日 - 2026年5月31日; Keyword Planner Discover; locations Mexico, Colombia, Peru, Chile; language Spanish; Google Search; raw=raw-discover-hotel-expanded-batch5-products.csv"
